pdb_file,metadata_file,protein_chains,polymer_composition,PDB_ID
data/Ankyrin_repeat_protein/pdb_files/5MLA.pdb,data/Ankyrin_repeat_protein/metadata_files/5MLA_metadata.json,2,heteromeric protein,5MLA
data/Ankyrin_repeat_protein/pdb_files/5JH5.pdb,data/Ankyrin_repeat_protein/metadata_files/5JH5_metadata.json,4,heteromeric protein,5JH5
data/Ankyrin_repeat_protein/pdb_files/9D5F.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5F_metadata.json,2,heteromeric protein,9D5F
data/Ankyrin_repeat_protein/pdb_files/6MIB.pdb,data/Ankyrin_repeat_protein/metadata_files/6MIB_metadata.json,2,heteromeric protein,6MIB
data/Ankyrin_repeat_protein/pdb_files/9D5I.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5I_metadata.json,2,heteromeric protein,9D5I
data/Ankyrin_repeat_protein/pdb_files/9D5E.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5E_metadata.json,2,heteromeric protein,9D5E
data/Ankyrin_repeat_protein/pdb_files/9D5H.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5H_metadata.json,2,heteromeric protein,9D5H
data/Ankyrin_repeat_protein/pdb_files/9D5P.pdb,data/Ankyrin_repeat_protein/metadata_files/9D5P_metadata.json,2,heteromeric protein,9D5P
data/Ankyrin_repeat_protein/pdb_files/3DM1.pdb,data/Ankyrin_repeat_protein/metadata_files/3DM1_metadata.json,8,heteromeric protein,3DM1
data/Ankyrin_repeat_protein/pdb_files/7P3I.pdb,data/Ankyrin_repeat_protein/metadata_files/7P3I_metadata.json,4,heteromeric protein,7P3I
data/Ankyrin_repeat_protein/pdb_files/3SVM.pdb,data/Ankyrin_repeat_protein/metadata_files/3SVM_metadata.json,2,heteromeric protein,3SVM
data/Ankyrin_repeat_protein/pdb_files/2XZD.pdb,data/Ankyrin_repeat_protein/metadata_files/2XZD_metadata.json,6,heteromeric protein,2XZD
data/Ankyrin_repeat_protein/pdb_files/2XZT.pdb,data/Ankyrin_repeat_protein/metadata_files/2XZT_metadata.json,6,heteromeric protein,2XZT
data/Ankyrin_repeat_protein/pdb_files/2Y0B.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y0B_metadata.json,6,heteromeric protein,2Y0B
data/Ankyrin_repeat_protein/pdb_files/5VHJ.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHJ_metadata.json,8,heteromeric protein,5VHJ
data/Ankyrin_repeat_protein/pdb_files/5VHM.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHM_metadata.json,8,heteromeric protein,5VHM
data/Ankyrin_repeat_protein/pdb_files/5VHN.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHN_metadata.json,8,heteromeric protein,5VHN
data/Ankyrin_repeat_protein/pdb_files/5VHO.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHO_metadata.json,8,heteromeric protein,5VHO
data/Ankyrin_repeat_protein/pdb_files/5VHP.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHP_metadata.json,8,heteromeric protein,5VHP
data/Ankyrin_repeat_protein/pdb_files/5VHQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHQ_metadata.json,8,heteromeric protein,5VHQ
data/Ankyrin_repeat_protein/pdb_files/5VHR.pdb,data/Ankyrin_repeat_protein/metadata_files/5VHR_metadata.json,8,heteromeric protein,5VHR
data/Ankyrin_repeat_protein/pdb_files/7LFC.pdb,data/Ankyrin_repeat_protein/metadata_files/7LFC_metadata.json,2,heteromeric protein,7LFC
data/Ankyrin_repeat_protein/pdb_files/7RG4.pdb,data/Ankyrin_repeat_protein/metadata_files/7RG4_metadata.json,2,heteromeric protein,7RG4
data/Ankyrin_repeat_protein/pdb_files/9G8I.pdb,data/Ankyrin_repeat_protein/metadata_files/9G8I_metadata.json,4,heteromeric protein,9G8I
data/Ankyrin_repeat_protein/pdb_files/4YDY.pdb,data/Ankyrin_repeat_protein/metadata_files/4YDY_metadata.json,4,heteromeric protein,4YDY
data/Ankyrin_repeat_protein/pdb_files/8F0U.pdb,data/Ankyrin_repeat_protein/metadata_files/8F0U_metadata.json,3,heteromeric protein,8F0U
data/Ankyrin_repeat_protein/pdb_files/8F26.pdb,data/Ankyrin_repeat_protein/metadata_files/8F26_metadata.json,3,heteromeric protein,8F26
data/Ankyrin_repeat_protein/pdb_files/3L6Y.pdb,data/Ankyrin_repeat_protein/metadata_files/3L6Y_metadata.json,6,heteromeric protein,3L6Y
data/Ankyrin_repeat_protein/pdb_files/3L82.pdb,data/Ankyrin_repeat_protein/metadata_files/3L82_metadata.json,2,heteromeric protein,3L82
data/Ankyrin_repeat_protein/pdb_files/3D8C.pdb,data/Ankyrin_repeat_protein/metadata_files/3D8C_metadata.json,2,heteromeric protein,3D8C
data/Ankyrin_repeat_protein/pdb_files/7CQP.pdb,data/Ankyrin_repeat_protein/metadata_files/7CQP_metadata.json,2,heteromeric protein,7CQP
data/Ankyrin_repeat_protein/pdb_files/7OR3.pdb,data/Ankyrin_repeat_protein/metadata_files/7OR3_metadata.json,2,heteromeric protein,7OR3
data/Ankyrin_repeat_protein/pdb_files/7OR5.pdb,data/Ankyrin_repeat_protein/metadata_files/7OR5_metadata.json,2,heteromeric protein,7OR5
data/Ankyrin_repeat_protein/pdb_files/7OR7.pdb,data/Ankyrin_repeat_protein/metadata_files/7OR7_metadata.json,2,heteromeric protein,7OR7
data/Ankyrin_repeat_protein/pdb_files/8F1T.pdb,data/Ankyrin_repeat_protein/metadata_files/8F1T_metadata.json,9,heteromeric protein,8F1T
data/Ankyrin_repeat_protein/pdb_files/8F1U.pdb,data/Ankyrin_repeat_protein/metadata_files/8F1U_metadata.json,9,heteromeric protein,8F1U
data/Ankyrin_repeat_protein/pdb_files/8F21.pdb,data/Ankyrin_repeat_protein/metadata_files/8F21_metadata.json,9,heteromeric protein,8F21
data/Ankyrin_repeat_protein/pdb_files/8F0A.pdb,data/Ankyrin_repeat_protein/metadata_files/8F0A_metadata.json,9,heteromeric protein,8F0A
data/Ankyrin_repeat_protein/pdb_files/8TZB.pdb,data/Ankyrin_repeat_protein/metadata_files/8TZB_metadata.json,2,heteromeric protein,8TZB
data/Ankyrin_repeat_protein/pdb_files/7ZYU.pdb,data/Ankyrin_repeat_protein/metadata_files/7ZYU_metadata.json,2,heteromeric protein,7ZYU
data/Ankyrin_repeat_protein/pdb_files/8JE2.pdb,data/Ankyrin_repeat_protein/metadata_files/8JE2_metadata.json,5,heteromeric protein,8JE2
data/Ankyrin_repeat_protein/pdb_files/7WZS.pdb,data/Ankyrin_repeat_protein/metadata_files/7WZS_metadata.json,3,heteromeric protein,7WZS
data/Ankyrin_repeat_protein/pdb_files/6IUI.pdb,data/Ankyrin_repeat_protein/metadata_files/6IUI_metadata.json,4,heteromeric protein,6IUI
data/Ankyrin_repeat_protein/pdb_files/6IUH.pdb,data/Ankyrin_repeat_protein/metadata_files/6IUH_metadata.json,4,heteromeric protein,6IUH
data/Ankyrin_repeat_protein/pdb_files/6JMU.pdb,data/Ankyrin_repeat_protein/metadata_files/6JMU_metadata.json,4,heteromeric protein,6JMU
data/Ankyrin_repeat_protein/pdb_files/7Z72.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z72_metadata.json,2,heteromeric protein,7Z72
data/Ankyrin_repeat_protein/pdb_files/7Z7E.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z7E_metadata.json,2,heteromeric protein,7Z7E
data/Ankyrin_repeat_protein/pdb_files/6BBN.pdb,data/Ankyrin_repeat_protein/metadata_files/6BBN_metadata.json,6,heteromeric protein,6BBN
data/Ankyrin_repeat_protein/pdb_files/6Y1J.pdb,data/Ankyrin_repeat_protein/metadata_files/6Y1J_metadata.json,2,heteromeric protein,6Y1J
data/Ankyrin_repeat_protein/pdb_files/8TYQ.pdb,data/Ankyrin_repeat_protein/metadata_files/8TYQ_metadata.json,2,heteromeric protein,8TYQ
data/Ankyrin_repeat_protein/pdb_files/8TZF.pdb,data/Ankyrin_repeat_protein/metadata_files/8TZF_metadata.json,2,heteromeric protein,8TZF
data/Ankyrin_repeat_protein/pdb_files/4JIF.pdb,data/Ankyrin_repeat_protein/metadata_files/4JIF_metadata.json,2,heteromeric protein,4JIF
data/Ankyrin_repeat_protein/pdb_files/4HDQ.pdb,data/Ankyrin_repeat_protein/metadata_files/4HDQ_metadata.json,3,heteromeric protein,4HDQ
data/Ankyrin_repeat_protein/pdb_files/3SWC.pdb,data/Ankyrin_repeat_protein/metadata_files/3SWC_metadata.json,4,heteromeric protein,3SWC
data/Ankyrin_repeat_protein/pdb_files/3SW9.pdb,data/Ankyrin_repeat_protein/metadata_files/3SW9_metadata.json,4,heteromeric protein,3SW9
data/Ankyrin_repeat_protein/pdb_files/4F0Z.pdb,data/Ankyrin_repeat_protein/metadata_files/4F0Z_metadata.json,3,heteromeric protein,4F0Z
data/Ankyrin_repeat_protein/pdb_files/3L6X.pdb,data/Ankyrin_repeat_protein/metadata_files/3L6X_metadata.json,2,heteromeric protein,3L6X
data/Ankyrin_repeat_protein/pdb_files/8U1B.pdb,data/Ankyrin_repeat_protein/metadata_files/8U1B_metadata.json,2,heteromeric protein,8U1B
data/Ankyrin_repeat_protein/pdb_files/4Q58.pdb,data/Ankyrin_repeat_protein/metadata_files/4Q58_metadata.json,4,heteromeric protein,4Q58
data/Ankyrin_repeat_protein/pdb_files/3BIM.pdb,data/Ankyrin_repeat_protein/metadata_files/3BIM_metadata.json,16,heteromeric protein,3BIM
data/Ankyrin_repeat_protein/pdb_files/4DX8.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX8_metadata.json,8,heteromeric protein,4DX8
data/Ankyrin_repeat_protein/pdb_files/2OMU.pdb,data/Ankyrin_repeat_protein/metadata_files/2OMU_metadata.json,2,heteromeric protein,2OMU
data/Ankyrin_repeat_protein/pdb_files/6D66.pdb,data/Ankyrin_repeat_protein/metadata_files/6D66_metadata.json,2,heteromeric protein,6D66
data/Ankyrin_repeat_protein/pdb_files/2X0G.pdb,data/Ankyrin_repeat_protein/metadata_files/2X0G_metadata.json,2,heteromeric protein,2X0G
data/Ankyrin_repeat_protein/pdb_files/3JV4.pdb,data/Ankyrin_repeat_protein/metadata_files/3JV4_metadata.json,6,heteromeric protein,3JV4
data/Ankyrin_repeat_protein/pdb_files/3F7P.pdb,data/Ankyrin_repeat_protein/metadata_files/3F7P_metadata.json,5,heteromeric protein,3F7P
data/Ankyrin_repeat_protein/pdb_files/9R8C.pdb,data/Ankyrin_repeat_protein/metadata_files/9R8C_metadata.json,4,heteromeric protein,9R8C
data/Ankyrin_repeat_protein/pdb_files/1YR5.pdb,data/Ankyrin_repeat_protein/metadata_files/1YR5_metadata.json,2,heteromeric protein,1YR5
data/Ankyrin_repeat_protein/pdb_files/2Y4V.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y4V_metadata.json,2,heteromeric protein,2Y4V
data/Ankyrin_repeat_protein/pdb_files/6R2L.pdb,data/Ankyrin_repeat_protein/metadata_files/6R2L_metadata.json,5,heteromeric protein,6R2L
data/Ankyrin_repeat_protein/pdb_files/7LF4.pdb,data/Ankyrin_repeat_protein/metadata_files/7LF4_metadata.json,6,heteromeric protein,7LF4
data/Ankyrin_repeat_protein/pdb_files/1MDI.pdb,data/Ankyrin_repeat_protein/metadata_files/1MDI_metadata.json,2,heteromeric protein,1MDI
data/Ankyrin_repeat_protein/pdb_files/1MDJ.pdb,data/Ankyrin_repeat_protein/metadata_files/1MDJ_metadata.json,2,heteromeric protein,1MDJ
data/Ankyrin_repeat_protein/pdb_files/1MDK.pdb,data/Ankyrin_repeat_protein/metadata_files/1MDK_metadata.json,2,heteromeric protein,1MDK
data/Ankyrin_repeat_protein/pdb_files/7LET.pdb,data/Ankyrin_repeat_protein/metadata_files/7LET_metadata.json,3,heteromeric protein,7LET
data/Ankyrin_repeat_protein/pdb_files/9J64.pdb,data/Ankyrin_repeat_protein/metadata_files/9J64_metadata.json,8,heteromeric protein,9J64
data/Ankyrin_repeat_protein/pdb_files/8WQA.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQA_metadata.json,12,heteromeric protein,8WQA
data/Ankyrin_repeat_protein/pdb_files/8WQB.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQB_metadata.json,11,heteromeric protein,8WQB
data/Ankyrin_repeat_protein/pdb_files/8WQH.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQH_metadata.json,12,heteromeric protein,8WQH
data/Ankyrin_repeat_protein/pdb_files/8WQE.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQE_metadata.json,12,heteromeric protein,8WQE
data/Ankyrin_repeat_protein/pdb_files/9J78.pdb,data/Ankyrin_repeat_protein/metadata_files/9J78_metadata.json,12,heteromeric protein,9J78
data/Ankyrin_repeat_protein/pdb_files/8IJ1.pdb,data/Ankyrin_repeat_protein/metadata_files/8IJ1_metadata.json,9,heteromeric protein,8IJ1
data/Ankyrin_repeat_protein/pdb_files/9J77.pdb,data/Ankyrin_repeat_protein/metadata_files/9J77_metadata.json,12,heteromeric protein,9J77
data/Ankyrin_repeat_protein/pdb_files/8JE1.pdb,data/Ankyrin_repeat_protein/metadata_files/8JE1_metadata.json,9,heteromeric protein,8JE1
data/Ankyrin_repeat_protein/pdb_files/8AS9.pdb,data/Ankyrin_repeat_protein/metadata_files/8AS9_metadata.json,4,heteromeric protein,8AS9
data/Ankyrin_repeat_protein/pdb_files/6TTU.pdb,data/Ankyrin_repeat_protein/metadata_files/6TTU_metadata.json,8,heteromeric protein,6TTU
data/Ankyrin_repeat_protein/pdb_files/7XN4.pdb,data/Ankyrin_repeat_protein/metadata_files/7XN4_metadata.json,4,heteromeric protein,7XN4
data/Ankyrin_repeat_protein/pdb_files/7XN5.pdb,data/Ankyrin_repeat_protein/metadata_files/7XN5_metadata.json,4,heteromeric protein,7XN5
data/Ankyrin_repeat_protein/pdb_files/6F5E.pdb,data/Ankyrin_repeat_protein/metadata_files/6F5E_metadata.json,3,heteromeric protein,6F5E
data/Ankyrin_repeat_protein/pdb_files/8WQG.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQG_metadata.json,12,heteromeric protein,8WQG
data/Ankyrin_repeat_protein/pdb_files/8WQC.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQC_metadata.json,12,heteromeric protein,8WQC
data/Ankyrin_repeat_protein/pdb_files/9LKY.pdb,data/Ankyrin_repeat_protein/metadata_files/9LKY_metadata.json,11,heteromeric protein,9LKY
data/Ankyrin_repeat_protein/pdb_files/6VP8.pdb,data/Ankyrin_repeat_protein/metadata_files/6VP8_metadata.json,3,heteromeric protein,6VP8
data/Ankyrin_repeat_protein/pdb_files/3P3N.pdb,data/Ankyrin_repeat_protein/metadata_files/3P3N_metadata.json,2,heteromeric protein,3P3N
data/Ankyrin_repeat_protein/pdb_files/3P3P.pdb,data/Ankyrin_repeat_protein/metadata_files/3P3P_metadata.json,2,heteromeric protein,3P3P
data/Ankyrin_repeat_protein/pdb_files/8Q7R.pdb,data/Ankyrin_repeat_protein/metadata_files/8Q7R_metadata.json,8,heteromeric protein,8Q7R
data/Ankyrin_repeat_protein/pdb_files/9J79.pdb,data/Ankyrin_repeat_protein/metadata_files/9J79_metadata.json,19,heteromeric protein,9J79
data/Ankyrin_repeat_protein/pdb_files/8TZC.pdb,data/Ankyrin_repeat_protein/metadata_files/8TZC_metadata.json,2,heteromeric protein,8TZC
data/Ankyrin_repeat_protein/pdb_files/8IAH.pdb,data/Ankyrin_repeat_protein/metadata_files/8IAH_metadata.json,36,heteromeric protein,8IAH
data/Ankyrin_repeat_protein/pdb_files/8TZH.pdb,data/Ankyrin_repeat_protein/metadata_files/8TZH_metadata.json,2,heteromeric protein,8TZH
data/Ankyrin_repeat_protein/pdb_files/5MIO.pdb,data/Ankyrin_repeat_protein/metadata_files/5MIO_metadata.json,3,heteromeric protein,5MIO
data/Ankyrin_repeat_protein/pdb_files/8PQL.pdb,data/Ankyrin_repeat_protein/metadata_files/8PQL_metadata.json,8,heteromeric protein,8PQL
data/Ankyrin_repeat_protein/pdb_files/6RZ3.pdb,data/Ankyrin_repeat_protein/metadata_files/6RZ3_metadata.json,2,heteromeric protein,6RZ3
data/Ankyrin_repeat_protein/pdb_files/8VH4.pdb,data/Ankyrin_repeat_protein/metadata_files/8VH4_metadata.json,2,heteromeric protein,8VH4
data/Ankyrin_repeat_protein/pdb_files/8VH5.pdb,data/Ankyrin_repeat_protein/metadata_files/8VH5_metadata.json,4,heteromeric protein,8VH5
data/Ankyrin_repeat_protein/pdb_files/8FO2.pdb,data/Ankyrin_repeat_protein/metadata_files/8FO2_metadata.json,2,heteromeric protein,8FO2
data/Ankyrin_repeat_protein/pdb_files/8FO8.pdb,data/Ankyrin_repeat_protein/metadata_files/8FO8_metadata.json,4,heteromeric protein,8FO8
data/Ankyrin_repeat_protein/pdb_files/8FO9.pdb,data/Ankyrin_repeat_protein/metadata_files/8FO9_metadata.json,6,heteromeric protein,8FO9
data/Ankyrin_repeat_protein/pdb_files/3UZD.pdb,data/Ankyrin_repeat_protein/metadata_files/3UZD_metadata.json,2,heteromeric protein,3UZD
data/Ankyrin_repeat_protein/pdb_files/5MY9.pdb,data/Ankyrin_repeat_protein/metadata_files/5MY9_metadata.json,2,heteromeric protein,5MY9
data/Ankyrin_repeat_protein/pdb_files/5MYC.pdb,data/Ankyrin_repeat_protein/metadata_files/5MYC_metadata.json,2,heteromeric protein,5MYC
data/Ankyrin_repeat_protein/pdb_files/1JM7.pdb,data/Ankyrin_repeat_protein/metadata_files/1JM7_metadata.json,2,heteromeric protein,1JM7
data/Ankyrin_repeat_protein/pdb_files/9CK0.pdb,data/Ankyrin_repeat_protein/metadata_files/9CK0_metadata.json,2,heteromeric protein,9CK0
data/Ankyrin_repeat_protein/pdb_files/7LEU.pdb,data/Ankyrin_repeat_protein/metadata_files/7LEU_metadata.json,3,heteromeric protein,7LEU
data/Ankyrin_repeat_protein/pdb_files/9CI3.pdb,data/Ankyrin_repeat_protein/metadata_files/9CI3_metadata.json,3,heteromeric protein,9CI3
data/Ankyrin_repeat_protein/pdb_files/4C4K.pdb,data/Ankyrin_repeat_protein/metadata_files/4C4K_metadata.json,2,heteromeric protein,4C4K
data/Ankyrin_repeat_protein/pdb_files/4Q57.pdb,data/Ankyrin_repeat_protein/metadata_files/4Q57_metadata.json,2,heteromeric protein,4Q57
data/Ankyrin_repeat_protein/pdb_files/2JMF.pdb,data/Ankyrin_repeat_protein/metadata_files/2JMF_metadata.json,2,heteromeric protein,2JMF
data/Ankyrin_repeat_protein/pdb_files/3I08.pdb,data/Ankyrin_repeat_protein/metadata_files/3I08_metadata.json,4,heteromeric protein,3I08
data/Ankyrin_repeat_protein/pdb_files/4KV4.pdb,data/Ankyrin_repeat_protein/metadata_files/4KV4_metadata.json,2,heteromeric protein,4KV4
data/Ankyrin_repeat_protein/pdb_files/2LSP.pdb,data/Ankyrin_repeat_protein/metadata_files/2LSP_metadata.json,2,heteromeric protein,2LSP
data/Ankyrin_repeat_protein/pdb_files/4KV1.pdb,data/Ankyrin_repeat_protein/metadata_files/4KV1_metadata.json,4,heteromeric protein,4KV1
data/Ankyrin_repeat_protein/pdb_files/6TCZ.pdb,data/Ankyrin_repeat_protein/metadata_files/6TCZ_metadata.json,28,heteromeric protein,6TCZ
data/Ankyrin_repeat_protein/pdb_files/6TD5.pdb,data/Ankyrin_repeat_protein/metadata_files/6TD5_metadata.json,28,heteromeric protein,6TD5
data/Ankyrin_repeat_protein/pdb_files/4UOW.pdb,data/Ankyrin_repeat_protein/metadata_files/4UOW_metadata.json,36,heteromeric protein,4UOW
data/Ankyrin_repeat_protein/pdb_files/8IAI.pdb,data/Ankyrin_repeat_protein/metadata_files/8IAI_metadata.json,31,heteromeric protein,8IAI
data/Ankyrin_repeat_protein/pdb_files/6GGR.pdb,data/Ankyrin_repeat_protein/metadata_files/6GGR_metadata.json,2,heteromeric protein,6GGR
data/Ankyrin_repeat_protein/pdb_files/9GTK.pdb,data/Ankyrin_repeat_protein/metadata_files/9GTK_metadata.json,6,heteromeric protein,9GTK
data/Ankyrin_repeat_protein/pdb_files/5L0R.pdb,data/Ankyrin_repeat_protein/metadata_files/5L0R_metadata.json,2,heteromeric protein,5L0R
data/Ankyrin_repeat_protein/pdb_files/5UB5.pdb,data/Ankyrin_repeat_protein/metadata_files/5UB5_metadata.json,2,heteromeric protein,5UB5
data/Ankyrin_repeat_protein/pdb_files/6QHL.pdb,data/Ankyrin_repeat_protein/metadata_files/6QHL_metadata.json,2,heteromeric protein,6QHL
data/Ankyrin_repeat_protein/pdb_files/6YOW.pdb,data/Ankyrin_repeat_protein/metadata_files/6YOW_metadata.json,2,heteromeric protein,6YOW
data/Ankyrin_repeat_protein/pdb_files/6YOX.pdb,data/Ankyrin_repeat_protein/metadata_files/6YOX_metadata.json,2,heteromeric protein,6YOX
data/Ankyrin_repeat_protein/pdb_files/6YOY.pdb,data/Ankyrin_repeat_protein/metadata_files/6YOY_metadata.json,2,heteromeric protein,6YOY
data/Ankyrin_repeat_protein/pdb_files/6YP2.pdb,data/Ankyrin_repeat_protein/metadata_files/6YP2_metadata.json,2,heteromeric protein,6YP2
data/Ankyrin_repeat_protein/pdb_files/6YP3.pdb,data/Ankyrin_repeat_protein/metadata_files/6YP3_metadata.json,2,heteromeric protein,6YP3
data/Ankyrin_repeat_protein/pdb_files/6YP8.pdb,data/Ankyrin_repeat_protein/metadata_files/6YP8_metadata.json,2,heteromeric protein,6YP8
data/Ankyrin_repeat_protein/pdb_files/6YPL.pdb,data/Ankyrin_repeat_protein/metadata_files/6YPL_metadata.json,2,heteromeric protein,6YPL
data/Ankyrin_repeat_protein/pdb_files/6YPY.pdb,data/Ankyrin_repeat_protein/metadata_files/6YPY_metadata.json,2,heteromeric protein,6YPY
data/Ankyrin_repeat_protein/pdb_files/6YQ2.pdb,data/Ankyrin_repeat_protein/metadata_files/6YQ2_metadata.json,2,heteromeric protein,6YQ2
data/Ankyrin_repeat_protein/pdb_files/7NSV.pdb,data/Ankyrin_repeat_protein/metadata_files/7NSV_metadata.json,2,heteromeric protein,7NSV
data/Ankyrin_repeat_protein/pdb_files/7BI3.pdb,data/Ankyrin_repeat_protein/metadata_files/7BI3_metadata.json,2,heteromeric protein,7BI3
data/Ankyrin_repeat_protein/pdb_files/7BIQ.pdb,data/Ankyrin_repeat_protein/metadata_files/7BIQ_metadata.json,2,heteromeric protein,7BIQ
data/Ankyrin_repeat_protein/pdb_files/7BJB.pdb,data/Ankyrin_repeat_protein/metadata_files/7BJB_metadata.json,2,heteromeric protein,7BJB
data/Ankyrin_repeat_protein/pdb_files/7NJB.pdb,data/Ankyrin_repeat_protein/metadata_files/7NJB_metadata.json,2,heteromeric protein,7NJB
data/Ankyrin_repeat_protein/pdb_files/7NK3.pdb,data/Ankyrin_repeat_protein/metadata_files/7NK3_metadata.json,2,heteromeric protein,7NK3
data/Ankyrin_repeat_protein/pdb_files/7NK5.pdb,data/Ankyrin_repeat_protein/metadata_files/7NK5_metadata.json,2,heteromeric protein,7NK5
data/Ankyrin_repeat_protein/pdb_files/7NLE.pdb,data/Ankyrin_repeat_protein/metadata_files/7NLE_metadata.json,2,heteromeric protein,7NLE
data/Ankyrin_repeat_protein/pdb_files/7NM3.pdb,data/Ankyrin_repeat_protein/metadata_files/7NM3_metadata.json,2,heteromeric protein,7NM3
data/Ankyrin_repeat_protein/pdb_files/7NMH.pdb,data/Ankyrin_repeat_protein/metadata_files/7NMH_metadata.json,2,heteromeric protein,7NMH
data/Ankyrin_repeat_protein/pdb_files/7NQP.pdb,data/Ankyrin_repeat_protein/metadata_files/7NQP_metadata.json,2,heteromeric protein,7NQP
data/Ankyrin_repeat_protein/pdb_files/7NR7.pdb,data/Ankyrin_repeat_protein/metadata_files/7NR7_metadata.json,2,heteromeric protein,7NR7
data/Ankyrin_repeat_protein/pdb_files/7NYE.pdb,data/Ankyrin_repeat_protein/metadata_files/7NYE_metadata.json,2,heteromeric protein,7NYE
data/Ankyrin_repeat_protein/pdb_files/7NYG.pdb,data/Ankyrin_repeat_protein/metadata_files/7NYG_metadata.json,2,heteromeric protein,7NYG
data/Ankyrin_repeat_protein/pdb_files/7NZ6.pdb,data/Ankyrin_repeat_protein/metadata_files/7NZ6_metadata.json,2,heteromeric protein,7NZ6
data/Ankyrin_repeat_protein/pdb_files/7O3A.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3A_metadata.json,2,heteromeric protein,7O3A
data/Ankyrin_repeat_protein/pdb_files/7O3F.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3F_metadata.json,2,heteromeric protein,7O3F
data/Ankyrin_repeat_protein/pdb_files/7O3P.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3P_metadata.json,2,heteromeric protein,7O3P
data/Ankyrin_repeat_protein/pdb_files/7O3R.pdb,data/Ankyrin_repeat_protein/metadata_files/7O3R_metadata.json,2,heteromeric protein,7O3R
data/Ankyrin_repeat_protein/pdb_files/7O5C.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5C_metadata.json,2,heteromeric protein,7O5C
data/Ankyrin_repeat_protein/pdb_files/7O5D.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5D_metadata.json,2,heteromeric protein,7O5D
data/Ankyrin_repeat_protein/pdb_files/7O5O.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5O_metadata.json,2,heteromeric protein,7O5O
data/Ankyrin_repeat_protein/pdb_files/7O5S.pdb,data/Ankyrin_repeat_protein/metadata_files/7O5S_metadata.json,2,heteromeric protein,7O5S
data/Ankyrin_repeat_protein/pdb_files/7O6F.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6F_metadata.json,2,heteromeric protein,7O6F
data/Ankyrin_repeat_protein/pdb_files/7O6G.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6G_metadata.json,2,heteromeric protein,7O6G
data/Ankyrin_repeat_protein/pdb_files/7O6K.pdb,data/Ankyrin_repeat_protein/metadata_files/7O6K_metadata.json,2,heteromeric protein,7O6K
data/Ankyrin_repeat_protein/pdb_files/6NV2.pdb,data/Ankyrin_repeat_protein/metadata_files/6NV2_metadata.json,2,heteromeric protein,6NV2
data/Ankyrin_repeat_protein/pdb_files/6QHM.pdb,data/Ankyrin_repeat_protein/metadata_files/6QHM_metadata.json,2,heteromeric protein,6QHM
data/Ankyrin_repeat_protein/pdb_files/7BIW.pdb,data/Ankyrin_repeat_protein/metadata_files/7BIW_metadata.json,2,heteromeric protein,7BIW
data/Ankyrin_repeat_protein/pdb_files/7BIY.pdb,data/Ankyrin_repeat_protein/metadata_files/7BIY_metadata.json,2,heteromeric protein,7BIY
data/Ankyrin_repeat_protein/pdb_files/7BJF.pdb,data/Ankyrin_repeat_protein/metadata_files/7BJF_metadata.json,2,heteromeric protein,7BJF
data/Ankyrin_repeat_protein/pdb_files/7BJL.pdb,data/Ankyrin_repeat_protein/metadata_files/7BJL_metadata.json,2,heteromeric protein,7BJL
data/Ankyrin_repeat_protein/pdb_files/7BJW.pdb,data/Ankyrin_repeat_protein/metadata_files/7BJW_metadata.json,2,heteromeric protein,7BJW
data/Ankyrin_repeat_protein/pdb_files/7BKH.pdb,data/Ankyrin_repeat_protein/metadata_files/7BKH_metadata.json,2,heteromeric protein,7BKH
data/Ankyrin_repeat_protein/pdb_files/7NJ9.pdb,data/Ankyrin_repeat_protein/metadata_files/7NJ9_metadata.json,2,heteromeric protein,7NJ9
data/Ankyrin_repeat_protein/pdb_files/7NLA.pdb,data/Ankyrin_repeat_protein/metadata_files/7NLA_metadata.json,2,heteromeric protein,7NLA
